34.	JG 籍贯
 
编码	名称
26230704	黑龙江伊春友好
26230705	黑龙江伊春西林
26230706	黑龙江伊春翠峦
26230707	黑龙江伊春新青
26230708	黑龙江伊春美溪
26230709	黑龙江伊春金山屯
26230710	黑龙江伊春五营
26230711	黑龙江伊春乌马河
26230712	黑龙江伊春汤旺河
26230713	黑龙江伊春带岭
26230714	黑龙江伊春乌伊岭
26230715	黑龙江伊春红星
26230716	黑龙江伊春上甘岭
26230722	黑龙江嘉荫
26230781	黑龙江铁力
262308	黑龙江佳木斯
26230801	黑龙江佳木斯
26230802	黑龙江佳木斯永红
26230803	黑龙江佳木斯向阳
26230804	黑龙江佳木斯前进
26230805	黑龙江佳木斯东风
26230811	黑龙江佳木斯郊区
26230822	黑龙江桦南
26230826	黑龙江桦川
26230828	黑龙江汤原
26230833	黑龙江抚远
26230881	黑龙江同江
26230882	黑龙江富锦
262309	黑龙江七台河
26230901	黑龙江七台河
26230902	黑龙江七台河新兴
26230903	黑龙江七台河桃山
26230904	黑龙江七台河茄子河
26230921	黑龙江勃利
262310	黑龙江牡丹江
26231001	黑龙江牡丹江
26231002	黑龙江牡丹江东安
26231003	黑龙江牡丹江阳明
26231004	黑龙江牡丹江爱民
26231005	黑龙江牡丹江西安
26231024	黑龙江东宁
26231025	黑龙江林口
26231081	黑龙江绥芬河
26231083	黑龙江海林
26231084	黑龙江宁安
26231085	黑龙江穆棱
262311	黑龙江黑河
26231101	黑龙江黑河
26231102	黑龙江黑河爱辉
26231121	黑龙江嫩江
26231123	黑龙江逊克
26231124	黑龙江孙吴
26231181	黑龙江北安
26231182	黑龙江五大连池
262312	黑龙江绥化
26231201	黑龙江绥化
26231202	黑龙江绥化北林
26231221	黑龙江望奎
26231222	黑龙江兰西
26231223	黑龙江青冈
26231224	黑龙江庆安
26231225	黑龙江明水
26231226	黑龙江绥棱
26231281	黑龙江安达
26231282	黑龙江肇东
26231283	黑龙江海伦
262327	黑龙江大兴安岭
26232721	黑龙江呼玛
26232722	黑龙江塔河
26232723	黑龙江漠河
26310	上海
263101	市辖区
26310101	上海黄浦
26310103	上海卢湾
26310104	上海徐汇
26310105	上海长宁
26310106	上海静安
26310107	上海普陀
26310108	上海闸北
26310109	上海虹口
26310110	上海杨浦
26310112	上海闵行
26310113	上海宝山
26310114	上海嘉定
26310115	上海浦东
26310116	上海金山
26310117	上海松江
26310118	上海青浦
26310119	上海南汇
26310120	上海奉贤
263102	县
26310230	上海崇明
26320	江苏
263201	江苏南京
26320101	江苏南京
26320102	江苏南京玄武
26320103	江苏南京白下
26320104	江苏南京秦淮
26320105	江苏南京建邺
26320106	江苏南京鼓楼
26320107	江苏南京下关
26320111	江苏南京浦口
26320113	江苏南京栖霞
26320114	江苏南京雨花台
26320115	江苏南京江宁
26320116	江苏南京六合
26320124	江苏溧水
26320125	江苏高淳
263202	江苏无锡
26320201	江苏无锡
26320202	江苏无锡崇安
26320203	江苏无锡南长
26320204	江苏无锡北塘
26320205	江苏无锡锡山
26320206	江苏无锡惠山
26320211	江苏无锡滨湖
26320281	江苏江阴
26320282	江苏宜兴
263203	江苏徐州
26320301	江苏徐州
26320302	江苏徐州鼓楼
26320303	江苏徐州云龙
26320304	江苏徐州九里
26320305	江苏徐州贾汪
26320311	江苏徐州泉山
26320321	江苏丰县
26320322	江苏沛县
26320323	江苏铜山
26320324	江苏睢宁
26320381	江苏新沂
26320382	江苏邳州
263204	江苏常州
26320401	江苏常州
26320402	江苏常州天宁
26320404	江苏常州钟楼
26320405	江苏常州戚墅堰
26320411	江苏常州新北
26320412	江苏常州武进
26320481	江苏溧阳
26320482	江苏金坛
263205	江苏苏州
26320501	江苏苏州
26320502	江苏苏州沧浪
26320503	江苏苏州平江
26320504	江苏苏州金阊
26320505	江苏苏州虎丘
26320506	江苏苏州吴中
26320507	江苏苏州相城
26320581	江苏常熟
26320582	江苏张家港
26320583	江苏昆山
26320584	江苏吴江
26320585	江苏太仓
263206	江苏南通
26320601	江苏南通
26320602	江苏南通崇川
26320611	江苏南通港闸
26320621	江苏海安
26320623	江苏如东
26320681	江苏启东
26320682	江苏如皋
26320683	江苏通州
26320684	江苏海门
263207	江苏连云港
26320701	江苏连云港
26320703	江苏连云港连云
26320705	江苏连云港新浦
26320706	江苏连云港海州
26320721	江苏赣榆
26320722	江苏东海
26320723	江苏灌云
26320724	江苏灌南
263208	江苏淮安
26320801	江苏淮安
26320802	江苏淮安清河
26320803	江苏淮安楚州
26320804	江苏淮安淮阴
26320811	江苏淮安清浦
26320826	江苏涟水
26320829	江苏洪泽
26320830	江苏盱眙
26320831	江苏金湖
263209	江苏盐城
26320901	江苏盐城
26320902	江苏盐城亭湖
26320903	江苏盐城盐都
26320921	江苏响水
26320922	江苏滨海
26320923	江苏阜宁
26320924	江苏射阳
26320925	江苏建湖
26320981	江苏东台
26320982	江苏大丰
263210	江苏扬州
26321001	江苏扬州
26321002	江苏扬州广陵
26321003	江苏扬州邗江
26321011	江苏扬州郊区
26321023	江苏宝应
26321081	江苏仪征
26321084	江苏高邮
26321088	江苏江都
263211	江苏镇江
26321101	江苏镇江
26321102	江苏镇江京口
26321111	江苏镇江润州
26321112	江苏镇江丹徒
26321181	江苏丹阳
26321182	江苏扬中
26321183	江苏句容
263212	江苏泰州
26321201	江苏泰州
26321202	江苏泰州海陵
26321203	江苏泰州高港
26321281	江苏兴化
26321282	江苏靖江
26321283	江苏泰兴
26321284	江苏姜堰
263213	江苏宿迁
26321301	江苏宿迁
26321302	江苏宿迁宿城
26321311	江苏宿迁宿豫
26321322	江苏沭阳
26321323	江苏泗阳
26321324	江苏泗洪
26330	浙江
263301	浙江杭州
26330101	浙江杭州
26330102	浙江杭州上城
26330103	浙江杭州下城
26330104	浙江杭州江干
26330105	浙江杭州拱墅
26330106	浙江杭州西湖
26330108	浙江杭州滨江
26330109	浙江杭州萧山
26330110	浙江杭州余杭
26330122	浙江桐庐
26330127	浙江淳安
26330182	浙江建德
26330183	浙江富阳
26330185	浙江临安
263302	浙江宁波
26330201	浙江宁波
26330203	浙江宁波海曙
26330204	浙江宁波江东
26330205	浙江宁波江北
26330206	浙江宁波北仑
26330211	浙江宁波镇海
26330212	浙江宁波鄞州
26330225	浙江象山
26330226	浙江宁海
26330281	浙江余姚
26330282	浙江慈溪
26330283	浙江奉化
263303	浙江温州
26330301	浙江温州
26330302	浙江温州鹿城
26330303	浙江温州龙湾
26330304	浙江温州瓯海
26330322	浙江洞头
26330324	浙江永嘉
26330326	浙江平阳
26330327	浙江苍南
26330328	浙江文成
26330329	浙江泰顺
26330381	浙江瑞安
26330382	浙江乐清
263304	浙江嘉兴
26330401	浙江嘉兴
26330402	浙江嘉兴南湖
26330411	浙江嘉兴秀洲
26330421	浙江嘉善
26330424	浙江海盐
26330481	浙江海宁
26330482	浙江平湖
26330483	浙江桐乡
263305	浙江湖州
26330501	浙江湖州
26330502	浙江湖州吴兴
26330503	浙江湖州南浔
26330521	浙江德清
26330522	浙江长兴
26330523	浙江安吉
263306	浙江绍兴市
26330601	浙江绍兴
26330602	浙江绍兴越城
26330621	浙江绍兴县
26330624	浙江新昌
26330681	浙江诸暨
26330682	浙江上虞
26330683	浙江嵊州
263307	浙江金华
26330701	浙江金华
26330702	浙江金华婺城
26330703	浙江金华金东
26330723	浙江武义
26330726	浙江浦江
26330727	浙江磐安
26330781	浙江兰溪
26330782	浙江义乌
26330783	浙江东阳
26330784	浙江永康
263308	浙江衢州
26330801	浙江衢州
26330802	浙江衢州柯城
26330803	浙江衢州衢江
26330822	浙江常山
26330824	浙江开化
26330825	浙江龙游
26330881	浙江江山
263309	浙江舟山
26330901	浙江舟山
26330902	浙江舟山定海
26330903	浙江舟山普陀
26330921	浙江岱山
26330922	浙江嵊泗
263310	浙江台州
26331001	浙江台州
26331002	浙江台州椒江
26331003	浙江台州黄岩
26331004	浙江台州路桥
26331021	浙江玉环
26331022	浙江三门
26331023	浙江天台
26331024	浙江仙居
26331081	浙江温岭
26331082	浙江临海
263311	浙江丽水
